Job Titles_En,Turkce_Meslek
Faculty Lecturer,Fakülte Öğretim Görevlisi
Faculty Staff,Fakülte Personeli
Failure Analysis Engineer,Arıza Analiz Mühendisi
Failure Analysis Technician,Arıza Analiz Teknisyeni
Family Business,Aile Şirketi
Family Nurse Practitioner,Aile Sağlığı Hemşiresi
Family Specialist,Aile Danışmanı
Farm Hand,Çiftlik İşçisi
Farm Manager,Çiftlik Müdürü
Farm Operations Manager,Çiftlik Operasyon Müdürü
Farm Supervisor,Çiftlik Şefi
Farmer,Çiftçi
Farmhand,Çiftlik İşçisi
Fashion Adviser,Moda Danışmanı
Fashion Buyer,Moda Satın Alma Uzmanı
Fashion Designer,Moda Tasarımcısı
Fashion Graphic Designer,Moda Grafik Tasarımcısı
Fashion Retail Manager,Moda Perakende Müdürü
Fast Food Cook,Fast Food Aşçısı
Fast Food Server,Fast Food Garsonu
Features Writer,Özellikli Yazı Yazarı
Fertility Nurse,Doğurganlık Hemşiresi
Fertility Nurse Coordinator,Doğurganlık Hemşire Koordinatörü
Fico Consultant,Fico Danışmanı
Field Application Engineer,Saha Uygulama Mühendisi
Field Assistant,Saha Asistanı
Field Auditor,Saha Denetçisi
Field Consultant,Saha Danışmanı
Field Coordinator,Saha Koordinatörü
Field Electrical Engineer,Saha Elektrik Mühendisi
Field Engineer,Saha Mühendisi
Field Manager,Saha Müdürü
Field Officer,Saha Görevlisi
Field Operator,Saha Operatörü
Field Planner,Saha Planlamacısı
Field Programmable Gate Array Engineer,Alan Programlanabilir Kapı Dizisi Mühendisi
Field Representative,Saha Temsilcisi
Field Sales Executive,Saha Satış Yöneticisi
Field Sales Manager,Saha Satış Müdürü
Field Sales Representative,Saha Satış Temsilcisi
Field Service Coordinator,Saha Hizmet Koordinatörü
Field Service Engineer,Saha Hizmet Mühendisi
Field Service Manager,Saha Hizmet Müdürü
Field Service Specialist,Saha Hizmet Uzmanı
Field Service Technician,Saha Hizmet Teknisyeni
Field Services Executive,Saha Hizmetleri Yöneticisi
Field Services Specialist,Saha Hizmetleri Uzmanı
Field Specialist,Saha Uzmanı
Field Staff,Saha Personeli
Field Supervisor,Saha Şefi
Field Support Engineer,Saha Destek Mühendisi
Field Technician,Saha Teknisyen
Field Test Engineer,Saha Test Mühendisi
Field Trainer,Saha Eğitmeni
Field Visual Merchandiser,Saha Görsel Pazarlamacısı
Field-Programmable Gate Arrays Engineer,Alan Programlanabilir Kapı Dizileri Mühendisi
Fighter,
Figure Skating Instructor,Artistik Buz Pateni Eğitmeni
Filing Clerk,Dosyalama Görevlisi
Film Director,Film Yönetmeni
Final Year Student,Son Sınıf Öğrencisi
Finance,Finans
Finance Administration Assistant,Finans İdaresi Asistanı
Finance Adviser,Finans Danışmanı
Finance Advisor,Finans Danışmanı
Finance Analyst,Finans Analisti
Finance And Accounting Supervisor,Finans ve Muhasebe Denetçisi
Finance And Accounts Manager,Finans ve Muhasebe Müdürü
Finance And Administration Manager,Finans ve İdare Müdürü
Finance And Administration Officer,Finans ve İdare Görevlisi
Finance And Human Resources Manager,Finans ve İnsan Kaynakları Müdürü
Finance And Operations Manager,Finans ve Operasyonlar Müdürü
Finance Associate,Finans Uzman Yardımcısı
Finance Business Analyst,Finans İş Analisti
Finance Business Partner,Finans İş Ortağı
Finance Clerk,Finans Görevlisi
Finance Consultant,Finans Danışmanı
Finance Department Specialist,Finans Bölümü Uzmanı
Finance Executive,Finans Yöneticisi
Finance Lead,Finans Lideri
Finance Manager,Finans Müdürü
Finance Positions,Finans Pozisyonları
Finance Project Manager,Finans Proje Müdürü
Finance Specialist,Finans Uzmanı
Finance Supervisor,Finans Denetçisi
Finance Systems Analyst,Finans Sistemleri Analisti
Finance Team Leader,Finans Ekip Lideri
Financial Accountant,Mali Muhasebeci
Financial Accounting Manager,Mali Muhasebe Müdürü
Financial Administrator,Mali Yönetici
Financial Adviser,Mali Danışman
Financial Advisor,Mali Danışman
Financial Advisors,Mali Danışmanlar
Financial Advisory Manager,Mali Danışmanlık Müdürü
Financial Analyst,Mali Analist
Financial Assistant,Mali Asistan
Financial Consultant,Mali Danışman
Financial Controller,Mali Kontrolör
Financial Crime Manager,Mali Suçlar Müdürü
Financial Director,Finans Direktörü
Financial Executive,Finans Yöneticisi
Financial Management Program Intern,Finans Yönetimi Programı Stajyer
Financial Manager_2,Finans Müdürü
Financial Officer,Mali İşler Görevlisi
Financial Operations Manager,Finansal Operasyonlar Müdürü
Financial Planner,Finansal Planlamacı
Financial Planning,Finansal Planlama
Financial Planning Analyst,Finansal Planlama Analisti
Financial Planning And Analysis Analyst,Finansal Planlama ve Analiz Analisti
Financial Planning And Analysis Manager,Finansal Planlama ve Analiz Müdürü
Financial Planning Manager,Finansal Planlama Müdürü
Financial Planning and Analysis Intern,Finansal Planlama ve Analiz Stajyeri
Financial Planning and Analysis Manager,Finansal Planlama ve Analiz Müdürü
Financial Planning and Analysis Specialist,Finansal Planlama ve Analiz Uzmanı
Financial Planning and Analysis Supervisor,Finansal Planlama ve Analiz Süpervizörü
Financial Reporting Accountant,Mali Raporlama Muhasebecisi
Financial Reporting Analyst,Mali Raporlama Analisti
Financial Reporting Associate,Mali Raporlama Uzmanı
Financial Reporting Executive,Mali Raporlama Yöneticisi
Financial Reporting Manager,Mali Raporlama Müdürü
Financial Service Advisor,Finansal Hizmet Danışmanı
Financial Services Advisor,Finansal Hizmetler Danışmanı
Financial Services Consultant,Finansal Hizmetler Danışmanı
Financial Services Manager,Finansal Hizmetler Müdürü
Financing Manager,Finansman Müdürü
Financing Specialist,Finansman Uzmanı
Fine Dining Waitperson,Restoran Garsonu
Fire Alarm Technician,Yangın Alarm Teknisyeni
Fire Engineer,Yangın Mühendisi
Fire Protection Engineer,Yangından Korunma Mühendisi
Fire Safety Engineer,Yangın Güvenliği Mühendisi
Fire Safety Officer,Yangın Güvenliği Görevlisi
Fire Safety Technician,Yangın Güvenliği Teknisyeni
Firewall Engineer,Güvenlik Duvarı Mühendisi
Firmware Engineer,Ürün Yazılımı Mühendisi
First Aid Trainer,İlk Yardım Eğitmeni
First Aider,İlk Yardım Görevlisi
First Lieutenant,Üsteğmen
Fisheries Observer,Balıkçılık Gözlemcisi
Fit Out Executive,Dekorasyon ve Tesisat Yöneticisi
Fit Out Manager,Dekorasyon ve Tesisat Müdürü
Fit Out Project Manager,Dekorasyon ve Tesisat Proje Müdürü
Fitness Coach,Fitness Antrenörü
Fitness Director,Fitness Direktörü
Fitness Instructor,Fitness Eğitmeni
Fitness Manager,Fitness Müdürü
Fitness Professional,Fitness Profesyoneli
Fitness Specialist,Fitness Uzmanı
Fitter,Tesisatçı/Montajcı
Fixed Asset Accountant,Sabit Kıymet Muhasebecisi
Fixed Assets Analyst,Sabit Kıymet Analisti
Fixed Assets Executive,Sabit Kıymet Sorumlusu
Fixed Income Analyst,Sabit Getiri Analisti
Fleet Administrator,Filo İdari Görevlisi
Fleet Management Executive,Filo Yönetim Sorumlusu
Fleet Management Officer,Filo Yönetim Memuru
Fleet Manager,Filo Müdürü
Fleet Mechanic,Filo Bakım Teknikeri
Fleet Officer,Filo Memuru
Fleet Operations Manager,Filo Operasyon Müdürü
Flight Attendant,Uçak Kabin Memuru
Flight Kitchen Manager,Uçak Mutfak Müdürü
Flight Specialist,Uçuş Uzmanı
Floor Coordinator,Kat Koordinatörü
Floor Manager,Kat Müdürü
Flutter Developer,Flutter Geliştiricisi
Food And Beverage Assistant,Yiyecek İçecek Asistanı
Food And Beverage Attendant,Yiyecek İçecek Görevlisi
Food And Beverage Executive,Yiyecek İçecek Sorumlusu
Food And Beverage Manager,Yiyecek İçecek Müdürü
Food And Beverage Server,Yiyecek İçecek Servis Görevlisi
Food And Beverage Supervisor,Yiyecek İçecek Denetçisi
Food Blogger,Gıda Blog Yazarı
Food Counter Clerk,Gıda Tezgah Görevlisi
Food Delivery Driver,Gıda Teslimat Sürücüsü
Food Manufacturer,Gıda Üreticisi
Food Preparation Worker,Gıda Hazırlama Görevlisi
Food Runner,Yemek Servis Görevlisi
Food Safety Supervisor,Gıda Güvenliği Denetçisi
Food Scientist,Gıda Bilimcisi
Food Server,Yemek Servis Görevlisi
Food Service Manager,Gıda Hizmetleri Müdürü
Food Service Supervisor,Gıda Hizmetleri Denetçisi
Food Service Worker,Gıda Hizmetleri Görevlisi
Food Services Executive,Gıda Hizmetleri Sorumlusu
Food Services Supervisor,Gıda Hizmetleri Denetçisi
Food Specialist,Gıda Uzmanı
Food Technologist,Gıda Teknologu
Food and Beverage Cashier,Yiyecek İçecek Kasiyer
Food and Beverage Manager,Yiyecek İçecek Müdürü
Food and Beverage Specialist,Yiyecek İçecek Uzmanı
Foreign Exchange Dealer,Döviz Satıcısı
Foreign Exchange Specialist,Döviz Uzmanı
Foreign Exchange Trader,Döviz Taciri
Foreign Language Teacher,Yabancı Dil Öğretmeni
Forensic Accountant,Adli Muhasebeci
Forensic Analyst,Adli Analist
Forensic DNA Expert,Adli DNA Uzmanı
Forensic Manager,Adli Yönetici
Forensic Scientist,Adli Bilimci
Foreperson,Usta
Forewoman,
Forklift Driver,Forklift Sürücü
Forklift Operator,Forklift Operatörü
Formulator,Formülasyon Uzmanı
Formworks Engineer,Kalıp Mühendisi
Forward Deployed Engineer,
Founder,Kurucu
Founding Member,Kurucu Üye
Fountain Jerk,
Fountain Server,
Franchise Executive,Franchise Yöneticisi
Franchise General Manager,Franchise Genel Müdürü
Franchise Owner,Franchise Sahibi
Fraud Analyst,Dolandırıcılık Analisti
Fraud Investigator,Dolandırıcılık Araştırmacısı
Freelance,Serbest
Freelance Author,Serbest Yazar
Freelance Blogger,Serbest Blog Yazarı
Freelance Graphic Designer,Serbest Grafik Tasarımcı
Freelance Illustrator,Serbest İllüstratör
Freelance Journalist,Serbest Gazeteci
Freelance Photographer,Serbest Fotoğrafçı
Freelance Writer,Serbest Yazar
Freelancer,Serbest Çalışan
Freight Executive,Kargo Yöneticisi
Freight Forwarding,Kargo İleri Taşımacılığı
Freight Forwarding Manager,Kargo İleri Taşımacılığı Müdürü
Freight Forwarding Operator,Kargo İleri Taşımacılığı Operatörü
Freight Handler,Kargo İşlemcisi
Freight Manager,Kargo Müdürü
Freight Rate Specialist,Kargo Ücreti Uzmanı
French Teacher,Fransızca Öğretmeni
Fresher,Yeni Mezun
Front Desk,Resepsiyon
Front Desk Agent,Resepsiyon Görevlisi
Front Desk Assistant,Resepsiyon Asistanı
Front Desk Attendant,Resepsiyon Görevlisi
Front Desk Clerk,Resepsiyon Memuru
Front Desk Executive,Resepsiyon Yöneticisi
Front Desk Officer,Resepsiyon Memuru
Front Desk Receptionist,Resepsiyonist
Front Desk Staff,Resepsiyon Personeli
Front End Clerk,
Front End Designer,Ön Uç Tasarımcısı
Front End Engineer,Ön Uç Mühendisi
Front End React Software Developer,React Ön Uç Yazılım Geliştiricisi
Front End Ui Developer,Ön Uç UI Geliştiricisi
Front End Web Developer,Ön Uç Web Geliştiricisi
Front Of House Staff,Resepsiyon Personeli
Front Office Assistant,Resepsiyon Asistanı
Front Office Associate,Resepsiyon Görevlisi
Front Office Executive,Resepsiyon Şefi
Front Office Manager,Resepsiyon Müdürü
Front Office Specialist,Resepsiyon Uzmanı
Front Office Supervisor,Resepsiyon Amir
Frontend Developer,Frontend Geliştirici
Frontend Web Developer,Frontend Web Geliştirici
Fulfillment Associate,Sipariş Hazırlama Görevlisi
Fulfillment Executive,Sipariş Hazırlama Şefi
Fulfillment Specialist,Sipariş Hazırlama Uzmanı
Fulfilment Manager,Sipariş Hazırlama Müdürü
Fulfilment Specialist,Sipariş Hazırlama Uzmanı
Full Stack C Developer,C Full Stack Geliştirici
Full Stack Developer,Full Stack Geliştirici
Full Stack Engineer,Full Stack Mühendis
Full Stack Java Developer,Java Full Stack Geliştirici
Full Stack Php Developer,PHP Full Stack Geliştirici
Full Stack React Developer,React Full Stack Geliştirici
Full Stack Software Engineer,Full Stack Yazılım Mühendisi
Full Stack Web Developer,Full Stack Web Geliştirici
Full-stack Developer,Full Stack Geliştirici
Fulltime Mba,Tam Zamanlı MBA
Fulltime Mba Student,Tam Zamanlı MBA Öğrencisi
Fulltime Student,Tam Zamanlı Öğrenci
Functional Analyst,Fonksiyonel Analist
Functional Business Analyst,Fonksiyonel İş Analisti
Functional Consultant,Fonksiyonel Danışman
Functional Lead,Fonksiyonel Lider
Functional Manager,Fonksiyonel Müdür
Functional Specialist,Fonksiyonel Uzman
Fund Accountant,Fon Muhasebecisi
Fund Accounting Manager,Fon Muhasebe Müdürü
Fund Accounting Supervisor,Fon Muhasebe Amir
Fund Administrator,Fon Yöneticisi
Fund Manager,Fon Yöneticisi
Fund Specialist,Fon Uzmanı
Funder,Finansör
Funding Specialist,Finansman Uzmanı
Fundraiser,Bağış Toplayıcı
Fundraising Officer,Bağış Toplama Görevlisi
Funeral Director,Cenaze Hizmetleri Direktörü
Furniture Salesperson,Mobilya Satış Elemanı
Gallery Assistant,Galeri Asistanı
Galley Worker,
Game Designer,Oyun Tasarımcısı
Game Developer,Oyun Geliştirici
Gaming Manager,Oyun Yönetici
Gardener,Bahçıvan
Garnishment Specialist,Haciz Uzmanı
Gas Engineer,Doğalgaz Mühendisi
Gas Station Cashier,Akaryakıt İstasyonu Kasiyer
Gas Technician,Doğalgaz Teknisyeni
Gate Guard,Kapı Güvenlik Görevlisi
Gateway Assessor,
Geek Squad,
General,General
General Accountant,Genel Muhasebeci
General Accounting Analyst,Genel Muhasebe Analisti
General Administration Manager,Genel İdare Müdürü
General Administration Officer,Genel İdare Görevlisi
General Affairs Executive,Genel İşler Yöneticisi
General Affairs Manager,Genel İşler Müdürü
General Affairs Officer,Genel İşler Görevlisi
General Assistant,Genel Asistan
General Cashier,Genel Kasiyer
General Clerk,Genel Büro Görevlisi
General Counsel,Genel Hukuk Danışmanı
General Employee,Genel Çalışan
General Ledger Accountant,Genel Defter Muhasebecisi
General Ledger Analyst,Genel Defter Analisti
General Ledger Bookkeeper,Genel Defter Kayıt Görevlisi
General Ledger Executive,Genel Defter Yöneticisi
General Ledger Specialist,Genel Defter Uzmanı
General Ledger Team Leader,Genel Defter Ekip Lideri
General Management,Genel Yönetim
General Manager,Genel Müdür
General Manager Finance,Mali İşler Genel Müdürü
General Manager Of Marketing,Pazarlama Genel Müdürü
General Manager Operations,Operasyon Genel Müdürü
General Manager Sales,Satış Genel Müdürü
General Member Board,Yönetim Kurulu Üyesi
General Officer,Genel Görevli
General Operative,Genel Operatör
General Practitioner,Genel Pratisyen Hekim
General Technician,Genel Teknisyen
General Worker,Genel İşçi
Generalist,Genel Uzman
Genesys Engineer,Genesys Mühendisi
Geographic Information System Consultant,Coğrafi Bilgi Sistemleri Danışmanı
Geographic Information System Engineer,Coğrafi Bilgi Sistemleri Mühendisi
Geographic Information System Intern,Coğrafi Bilgi Sistemleri Stajyer
Geographic Information System Specialist,Coğrafi Bilgi Sistemleri Uzmanı
Geographic Information Systems Analyst,Coğrafi Bilgi Sistemleri Analisti
Geographic Information Systems Consultant,Coğrafi Bilgi Sistemleri Danışmanı
Geographic Information Systems Engineer,Coğrafi Bilgi Sistemleri Mühendisi
Geographic Information Systems Manager,Coğrafi Bilgi Sistemleri Müdürü
Geographic Information Systems Technician,Coğrafi Bilgi Sistemleri Teknisyeni
Geographical Information System Executive,Coğrafi Bilgi Sistemleri Yöneticisi
Geologist,Jeolog
Geophysicist,Jeofizikçi
Geoscientist,Yer Bilimci
Geospatial Analyst,Coğrafi Bilgi Sistemleri Analisti
Geotechnical Engineer,Jeoteknik Mühendis
Geriatric Nursing Assistant,Yaşlı Bakım Hemşire Yardımcısı
Gerontology Nurse Practitioner,Gerontoloji Hemşiresi
Gifted Education Teacher,Üstün Yetenekli Çocuklar Öğretmeni
Global Account Manager,Küresel Hesap Müdürü
Global Account Specialist,Küresel Hesap Uzmanı
Global Business Development,Küresel İş Geliştirme
Global Director,Küresel Direktör
Global Head,Küresel Birim Başkanı
Global Manager,Küresel Yönetici
Global Marketing Director,Küresel Pazarlama Direktörü
Global Marketing Manager,Küresel Pazarlama Müdürü
Global Marketing Specialist,Küresel Pazarlama Uzmanı
Global Operation Officer,Küresel Operasyon Görevlisi
Global Operations Specialist,Küresel Operasyon Uzmanı
Global Product Manager,Küresel Ürün Müdürü
Global Program Manager,Küresel Program Müdürü
Global Project Manager,Küresel Proje Müdürü
Global Sales,Küresel Satış
Global Sourcing Specialist,Küresel Tedarik Uzmanı
Global Talent Partner,Küresel Yetenek Ortağı
Go Software Developer,Go Yazılım Geliştiricisi
Go To Market Manager,Pazarlama Yönetici
Goldsmith,Kuyumcu
Golf Course Superintendent,Golf Sahası Süpervizörü
Golf Professional,Golf Profesyoneli
Golfer,Golfçü
Gourmet Coffee Attendant,Gurme Kahve Görevlisi
Governance Executive,Yönetişim Yöneticisi
Governance Lead,Yönetişim Lideri
Governance Manager,Yönetişim Müdürü
Governance Officer,Yönetişim Görevlisi
Governance Risk And Compliance Analyst,Yönetişim Risk ve Uyum Analisti
Governance Specialist,Yönetişim Uzmanı
Government,Devlet Görevlisi
Government Affairs Specialist,Devlet İşleri Uzmanı
Government Employee,Devlet Memuru
